userID,Age_Month,Age_Years,Brand,F_Colors,F_Hobbies,F_Musician,F_SportsTeam,Name,Gender,Shirts_Size,Pants_Size
2218,5,0,2,11,16,54,99,Jennifer Gonzalez,3,79,14
2219,2,1,2,79,85,35,64,Elizabeth Key,1,8,16
2220,2,1,5,55,9,32,48,Steven Davis,2,7,66
2221,2,5,2,1,47,6,43,Terry Saunders,2,22,94
2222,1,0,3,78,80,99,62,Yvonne Case,3,61,73
2223,1,1,3,41,62,52,74,Natasha Gutierrez,3,48,91
2224,1,3,3,36,16,20,90,Andrea King,3,76,63
2225,4,5,2,80,57,3,15,Casey Sutton,3,1,79
2226,5,3,1,17,74,94,10,Jasmine Navarro,1,10,89
2227,5,4,3,71,60,68,32,Paula Munoz,3,16,17
2228,4,1,5,29,17,60,66,Sandra Espinoza,1,83,47
2229,5,0,4,89,90,33,97,Jessica Walters,3,67,32
2230,5,2,1,70,28,24,73,Carrie Evans,1,44,3
2231,1,2,3,25,85,65,70,Amy Welch,2,42,43
2232,5,1,2,49,45,18,78,Michael Wilson,1,19,40
2233,2,4,4,67,26,18,52,Andrea Medina,2,94,69
2234,1,4,1,31,11,71,89,Michelle Campbell,3,86,37
2235,4,3,1,6,40,17,33,Logan Baker,3,43,87
2236,2,0,3,2,49,79,72,Paul Washington,2,100,58
2237,2,5,5,29,11,52,59,Paul Garcia,2,1,65
2238,3,1,3,47,72,31,60,Deborah Graves,3,85,31
2239,2,5,4,37,94,46,25,Melissa Dixon,2,5,83
2240,2,0,1,14,84,53,97,Kimberly Atkinson,1,70,34
2241,0,5,3,53,31,6,53,Marcus Hebert,3,93,18
2242,4,2,5,67,63,40,98,Jennifer Jenkins,3,76,30
2243,2,3,3,93,95,8,45,Dr. Matthew Cantu,2,70,21
2244,1,4,3,42,12,66,65,Elizabeth Ramirez,3,23,18
2245,2,0,4,73,54,92,25,Andrea Martin,3,56,15
2246,5,1,4,93,8,99,49,Robert West,3,14,24
2247,5,3,4,65,48,8,55,Shawn Walter,3,5,99
2248,2,0,1,70,4,77,58,Ricky Jones,1,98,79
2249,5,4,4,1,23,13,79,Alexander Mcdonald,1,47,5
2250,2,5,3,82,31,48,29,Susan Wong,2,55,100
2251,5,3,5,68,42,19,65,Frank Floyd,2,9,71
2252,0,0,1,78,45,1,100,Jeremy Carter,2,85,45
2253,0,1,4,19,74,17,28,Amber Nguyen,3,54,81
2254,2,3,2,6,1,85,29,Jeremy Townsend,2,21,82
2255,4,3,4,73,91,17,97,Shane Gray,1,68,49
2256,5,0,5,20,86,70,75,Michael Martin,2,46,79
2257,5,1,2,54,27,53,47,Jane Richardson,1,34,75
2258,0,5,5,98,55,17,12,Megan Hernandez,1,85,61
2259,0,1,5,99,61,2,8,Savannah West,3,82,5
2260,3,5,4,40,87,1,39,Jeremy Wilkerson,1,7,41
2261,1,1,3,19,99,87,100,Sarah Cannon,2,1,1
2262,2,1,3,92,19,69,20,Travis Carroll,1,36,12
2263,1,0,1,26,47,7,54,John Cortez,3,24,77
2264,5,0,2,69,15,32,77,Angel Estes,2,34,93
2265,4,5,5,87,97,7,44,Catherine Hardin,2,79,13
2266,4,2,3,71,4,100,71,Brendan Pearson,2,34,77
2267,3,5,4,12,91,91,80,Mr. Theodore Stanley,3,28,38
2268,4,4,1,47,12,17,70,Matthew Goodwin,3,22,53
2269,5,5,2,30,15,32,98,Keith Hernandez,1,82,53
2270,1,0,2,70,67,67,23,Eric Ortega,2,11,99
2271,2,3,3,8,58,58,58,Brittany Wilson,1,50,2
2272,5,0,2,78,5,48,26,Katrina Turner,3,45,25
2273,2,2,5,47,83,80,55,David Adkins,1,41,51
2274,2,4,2,9,74,90,93,Roberto Roberts,2,1,98
2275,1,5,4,59,71,29,31,Amber Lopez,1,31,29
2276,0,1,1,16,13,35,70,Brian Jones,1,19,35
2277,2,2,5,76,38,54,91,Paul Williams,3,45,37
2278,1,2,5,19,97,3,65,Anthony Mendoza,2,63,96
2279,4,2,3,74,8,25,1,Robert Ellis,2,75,86
2280,3,2,5,58,21,33,9,Amy Moore,1,37,52
2281,4,4,1,53,6,53,97,Shelly Thompson,1,68,36
2282,2,3,3,84,40,14,1,Rebecca Phillips,2,32,11
2283,0,2,3,89,73,96,77,Michelle Peterson,2,38,25
2284,1,4,1,86,64,32,27,Natalie Kim,3,1,50
2285,3,4,4,89,61,53,35,Holly Reed,3,85,6
2286,3,0,4,49,24,74,29,Christopher Baker,2,13,3
2287,5,2,3,75,9,10,41,Richard Perez,2,11,18
2288,1,0,1,20,13,31,76,Todd Brennan,2,79,15
2289,5,2,5,67,31,17,72,Kaitlyn Vargas,1,36,55
2290,3,3,4,6,18,27,68,Maria Keith,2,55,72
2291,1,1,3,78,8,17,73,Patricia Hunter,3,37,57
2292,2,2,5,74,99,70,32,Fred Cordova,2,92,89
2293,1,5,2,30,52,49,16,Roger Scott,1,60,54
2294,3,5,3,18,50,5,100,Angela Craig,1,100,42
2295,1,4,3,31,99,86,77,John Fisher,2,51,89
2296,5,5,3,56,83,7,72,Dillon Jacobs,2,67,78
2297,0,4,1,92,90,33,10,Michael Barry,1,31,99
2298,3,3,1,63,55,1,32,Sara Wilson,3,70,94
2299,2,2,4,9,30,35,56,Erica Holmes,3,35,48
2300,4,0,1,90,65,30,76,Robert Whitney,2,38,86
2301,3,1,3,84,4,37,63,Courtney Chambers,2,1,62
2302,5,1,5,59,94,45,80,Alicia Wilson,3,30,12
2303,2,4,3,55,14,94,66,Matthew Gross,3,22,74
2304,3,4,3,25,24,80,5,Robert Lara,1,62,20
2305,1,4,4,85,53,45,79,Amber Greene,2,93,38
2306,1,3,3,32,64,47,97,Steven Fritz,3,25,91
2307,3,2,1,4,100,76,56,James Walters,1,27,36
2308,0,0,4,16,29,48,16,Amanda Perez,3,28,77
2309,2,3,4,89,75,82,75,Nicole Castillo,2,72,72
2310,3,1,4,3,54,80,2,Marvin Smith,1,70,98
2311,3,1,4,43,2,2,38,Mary Bradshaw,2,78,20
2312,5,1,5,95,85,48,89,Thomas Mercer,1,30,45
2313,1,2,3,97,14,37,30,Justin Stewart,3,71,95
2314,5,4,3,42,14,11,15,Linda Davis,3,47,54
2315,0,1,1,100,33,40,77,Timothy Abbott,3,96,14
2316,2,1,5,6,5,59,84,Connor Warner,1,49,78
2317,5,1,5,59,27,53,22,Sandra Thomas,2,89,65
2318,5,5,5,40,53,95,24,Lisa Cox,2,98,22
2319,0,1,1,95,94,69,80,Randall Jones,3,64,23
2320,1,3,4,25,52,97,23,Kimberly Vasquez,1,99,1
2321,3,3,2,31,72,7,13,John Chavez,2,57,26
2322,3,5,4,85,100,27,73,Marie Warner,3,16,29
2323,0,1,2,11,54,7,58,Lisa Hill,2,82,85
2324,3,5,4,41,18,20,63,Mary Bass,1,63,13
2325,2,3,4,96,92,18,94,Maria Nguyen,1,80,55
2326,1,3,1,76,92,6,71,Philip Patterson,1,37,16
2327,3,4,2,4,63,52,46,Kelli Cook,3,50,81
2328,3,4,2,21,11,43,35,Madeline Blake,2,91,15
2329,3,0,3,65,17,84,69,Tyler Bennett,2,26,46
2330,5,3,2,79,53,34,94,Henry Knapp,1,3,61
2331,4,0,3,98,76,81,29,Catherine Lee,3,65,88
2332,2,4,1,48,45,49,93,Amy Elliott,3,33,44
2333,3,0,1,91,5,98,100,Amy Bailey,1,48,76
2334,2,4,5,66,4,98,27,Kim Barrett,3,13,72
2335,3,2,3,53,94,16,2,Ashley Maxwell,3,48,77
2336,4,3,4,50,66,51,25,Rodney Sanchez,3,76,70
2337,0,1,3,99,13,52,64,Steven Brooks,3,39,91
2338,2,4,1,62,80,44,6,Stephanie Young,2,84,84
2339,3,5,5,4,20,84,57,Paul Smith,1,16,74
2340,2,0,3,43,45,23,7,Amy Macdonald,1,60,52
2341,0,2,3,43,55,67,54,Brandon Bailey,3,37,52
2342,4,1,3,92,94,93,46,Matthew Lawson,2,42,42
2343,4,3,5,59,70,78,83,Nicole Perez,2,70,39
2344,2,0,3,30,71,11,52,Jean Herrera,1,80,17
2345,0,5,1,12,12,34,87,Elizabeth Lamb,2,92,13
2346,0,0,3,79,64,34,32,William Roberts,1,63,51
2347,4,5,1,57,71,88,11,Wanda Walker,3,53,60
2348,0,2,1,47,23,5,13,Jennifer Martinez,3,63,4
2349,4,4,2,80,63,100,45,Beth Lopez,3,47,41
2350,4,4,5,41,42,78,10,Christine Pitts,3,96,88
2351,1,5,5,43,78,68,10,John Sullivan,1,40,4
2352,2,4,2,8,18,11,57,Michael Moreno,2,26,92
2353,4,1,1,94,80,47,91,Amanda Barron,1,53,83
2354,5,3,2,99,43,22,6,Christopher Johnson,2,97,92
2355,1,0,2,12,32,6,39,Monica Mills,3,3,32
2356,0,3,4,14,4,7,37,Anthony Tyler,2,13,43
2357,5,3,1,70,20,82,38,Diana Carter,3,2,98
2358,0,3,4,62,7,28,35,John Washington,3,49,19
2359,2,2,4,37,38,64,30,Tony Duran,2,68,47
2360,5,4,1,19,52,42,35,Autumn Davenport,1,97,63
2361,4,1,1,59,32,84,95,Eddie Reyes,2,24,40
2362,4,1,5,74,50,29,89,David Harper,1,33,63
2363,2,4,5,91,86,49,18,Jennifer Odonnell,3,73,31
2364,3,5,3,88,81,91,70,Nathaniel Glass,1,91,8
2365,4,2,3,49,44,44,18,Daniel Taylor,1,73,98
2366,5,5,2,63,73,65,7,Richard Simon,2,36,56
2367,5,5,3,45,77,25,58,Tracy Frank,2,39,4
2368,2,4,5,73,50,10,100,Ralph Santos,2,2,94
2369,5,4,2,99,39,88,70,John Jones,1,90,97
2370,2,0,1,9,56,67,6,Barbara Hernandez,1,46,67
2371,4,4,5,83,86,34,55,Tyler Bennett,1,1,84
2372,1,2,5,90,13,73,57,Joseph Reynolds,3,2,13
2373,5,1,5,37,27,3,66,Ronald Jimenez,1,31,15
2374,2,3,1,30,27,97,28,Laurie White,2,92,75
2375,4,5,2,30,39,72,11,Jeffery Harrison,3,59,80
2376,5,2,1,21,76,22,67,Crystal Cole,3,80,22
2377,5,5,1,25,46,39,62,Jackie Peterson,3,28,1
2378,4,4,1,80,47,66,86,Laura Ewing,3,62,54
2379,0,3,4,35,32,25,71,Katherine Delacruz,1,66,89
2380,3,3,5,75,73,78,61,Jonathon Armstrong,2,92,20
2381,4,2,5,92,3,79,74,Heather Ward,1,57,78
2382,3,0,5,22,43,87,16,Patrick Olson,1,31,51
2383,5,5,1,32,56,25,51,Hannah Young,2,66,21
2384,0,3,4,58,79,44,48,Tamara Lee,2,34,89
2385,4,1,3,15,15,87,74,William Valdez,3,45,65
2386,0,3,4,98,95,26,71,Beth Chavez,1,62,97
2387,0,4,1,20,46,7,2,Megan Burke,3,23,42
2388,0,2,1,90,14,76,66,Samantha James,2,22,81
2389,2,3,5,25,82,9,72,Suzanne Norris,2,45,55
2390,3,4,1,93,60,88,5,Laura Daniels,2,85,9
2391,2,3,2,32,87,54,62,Caitlin Rivera,2,24,59
2392,4,4,4,11,66,16,86,Scott Gallagher,3,7,28
2393,5,3,2,69,83,75,85,Anne Terry,2,36,58
2394,5,2,3,28,52,28,38,Kathleen Powell,3,70,49
2395,3,5,2,45,41,57,78,Maria Patterson,1,30,72
2396,2,0,5,35,64,4,3,Richard Harper,1,80,39
2397,4,4,1,87,39,35,1,Elizabeth Doyle,3,80,7
2398,4,4,4,45,93,61,55,Ms. Tara Peterson,2,77,76
2399,2,2,5,7,6,43,7,Samuel Moore,1,77,53
2400,2,1,2,9,63,6,41,Dawn Quinn,3,4,36
2401,3,0,2,99,49,4,63,Vincent Watson,3,72,84
2402,2,1,3,43,24,83,46,Andrew Moore,1,46,68
2403,1,3,4,25,55,80,18,Alexis Martinez,2,6,46
2404,5,3,4,17,22,5,64,Jason Collins,3,20,80
2405,1,2,5,68,82,31,60,Thomas Munoz,1,64,74
2406,4,0,1,18,75,70,22,Sarah Wright,2,34,73
2407,1,0,5,91,7,21,93,Kelly Miller,1,100,72
2408,4,4,5,54,53,93,59,Sierra Powell,2,91,55
2409,1,3,1,68,27,98,84,Lisa Knight,3,93,3
2410,0,2,2,100,86,39,66,Elizabeth Campbell,2,28,28
2411,5,5,3,88,11,93,98,Christy Mcpherson,3,29,26
2412,3,2,2,4,65,70,74,Brooke Solomon,2,44,69
2413,2,1,1,43,17,69,2,Michelle Crosby,1,84,59
2414,5,0,4,86,65,90,79,Timothy Proctor,2,81,45
2415,1,3,3,91,99,28,7,Ashley Goodwin,1,95,18
2416,2,3,3,10,99,45,25,Tyler Todd,1,53,5
2417,2,3,1,30,37,22,50,Lori Morales,2,7,87
2418,4,3,1,28,47,38,56,Scott Morgan,3,78,15
2419,5,0,1,81,88,74,54,Jesus Barron,1,54,7
2420,2,4,3,63,15,37,28,Alexandra Mullins,3,77,71
2421,2,2,1,86,49,57,42,Ryan Wilson,3,66,84
2422,3,2,1,79,100,90,73,Jamie Mora,1,64,82
2423,2,0,1,71,51,77,13,Jeremy Brown,1,70,77
2424,5,1,3,27,72,15,80,Joshua Moran,1,85,60
2425,3,2,5,85,17,48,59,Derek Watson,3,54,21
2426,5,2,4,82,69,26,38,Ricky Stephens,1,91,17
2427,4,0,3,43,86,50,45,Michael Smith,2,62,47
2428,5,1,4,69,31,72,20,Dawn Ashley,3,85,9
2429,4,0,4,53,17,66,18,Tracy Cannon,1,20,98
2430,2,2,4,35,12,34,54,Dylan Hoffman,2,53,38
2431,3,3,5,89,60,13,62,Shelby Lane,3,94,8
2432,3,3,3,7,41,99,78,Matthew Fowler,2,56,19
2433,1,0,4,81,29,58,73,Maria Carter,1,65,99
2434,1,4,1,81,11,94,67,Amanda Wilson,1,92,29
2435,0,4,2,53,11,19,62,Tanya Wolf,3,86,9
2436,4,4,3,49,3,82,62,Daniel Reed,1,71,28
2437,4,0,2,93,83,76,42,David Callahan,1,78,25
2438,1,2,5,93,8,19,82,Michelle Miller,2,54,25
2439,2,4,4,54,93,18,70,Laura Noble,2,41,10
2440,1,3,3,49,39,82,57,Brittany Hurst,2,58,42
2441,3,0,5,28,14,80,70,Lori Wilson,3,80,24
2442,2,1,3,20,70,67,71,Selena Hart,3,75,81
2443,1,1,3,96,100,55,30,Craig Rose,3,61,73
2444,0,5,3,85,100,10,15,Michelle Tanner,2,67,98
2445,5,0,4,80,78,84,21,Rachel Ramirez,1,58,43
2446,0,3,5,97,28,82,54,Erin Cox,2,78,73
2447,0,0,3,28,79,59,12,John Sullivan,1,38,27
2448,4,0,5,53,36,87,23,Todd Oconnor,3,17,61
2449,4,2,4,43,18,30,86,Ronald Weber,1,89,10
2450,3,2,3,61,75,84,70,Andrea Hodge,3,45,24
2451,4,0,3,53,36,56,13,Ryan Zuniga,1,47,53
2452,3,1,5,31,77,47,28,Jessica Hodges,2,23,54
2453,0,1,4,85,26,88,5,Michele Pitts,2,43,31
2454,3,0,4,89,88,27,28,Erica Cooper,3,50,43
2455,0,5,2,62,42,44,24,Alexander Miles,3,94,69
2456,1,5,4,2,36,14,54,James Greene,2,9,52
2457,1,0,4,30,56,71,52,Douglas Smith,1,88,3
2458,4,5,4,74,7,92,52,Christina Hines,1,67,51
2459,3,4,3,50,39,75,94,Justin Ingram,1,47,52
2460,5,2,3,71,65,63,31,Michael Rivera,1,35,37
2461,5,0,2,83,72,36,9,Jason Downs,2,81,17
2462,1,2,5,76,28,17,22,Jose Stephens,2,74,54
2463,0,1,4,12,93,25,51,Daniel Martinez,2,92,24
2464,0,0,5,38,46,27,44,Aaron Huynh,3,62,75
2465,5,4,5,84,70,60,99,Erica Grant,1,87,28
2466,1,0,1,16,98,99,70,Michael Campbell,3,86,57
2467,2,3,3,84,79,94,65,Scott Rodriguez,2,44,14
2468,1,4,1,8,15,25,26,Brandon Bailey,3,79,12
2469,2,3,1,99,44,73,91,Michelle Smith,1,16,100
2470,5,0,2,50,25,72,67,Kevin Foster,1,54,21
2471,0,4,5,60,27,21,3,Joe Waller,3,89,91
2472,5,0,1,2,48,18,86,Erin Romero,1,35,91
2473,1,4,3,42,10,68,69,Sara Miller,2,59,92
2474,3,0,1,25,50,79,88,James Williams,1,83,63
2475,5,2,3,38,31,94,53,Elizabeth Williams,1,95,48
2476,1,2,3,45,7,30,11,Maria Sharp,1,91,32
2477,1,0,5,69,60,12,96,Misty Miller,2,11,82
2478,1,1,5,1,26,29,40,Wendy Williams,1,24,39
2479,2,4,1,71,73,83,56,Nicole Harris,1,91,28
2480,4,1,3,31,71,78,31,Christine Sanchez,2,97,33
2481,0,1,5,25,96,42,76,Bradley Adams,3,87,79
2482,3,3,5,20,44,59,92,Jordan Weaver,2,77,14
2483,1,2,1,18,15,47,26,Nancy Harvey,1,70,59
2484,1,5,4,45,35,78,42,Lindsay Pugh,1,16,39
2485,4,0,2,12,71,49,91,Andrew Woods,2,65,51
2486,1,1,1,54,30,77,30,James Jones,1,49,99
2487,1,3,4,34,94,87,40,Curtis Curry,2,9,44
2488,4,4,1,33,56,78,99,Christian Bailey,3,66,34
2489,3,2,1,59,63,70,52,Christina Andrews,1,68,91
2490,0,2,3,30,19,96,33,Beth Rodriguez,1,1,100
2491,1,3,3,49,31,64,65,Bryan Young,3,62,59
2492,2,4,3,87,45,65,65,Elizabeth Lopez,3,36,56
2493,2,4,4,1,69,92,51,Edward Ramsey,2,87,95
2494,0,5,3,63,20,35,67,John Perez,3,49,43
2495,0,2,4,75,36,42,31,Kerry Coleman,1,34,45
2496,5,0,3,98,43,91,19,Kristine Bowen,1,34,45
2497,1,0,1,27,55,86,5,Lauren Carson,1,73,76
2498,3,5,4,6,66,79,28,Michelle Burton,1,58,50
2499,3,0,3,76,14,39,21,Michael Coleman,2,22,87
2500,4,5,2,47,57,21,61,Mr. James Kirk,1,76,22
2501,1,1,5,19,45,35,59,Melissa Martinez,3,59,15
2502,0,3,5,41,28,10,19,Eric Carter,2,94,61
2503,2,5,4,26,97,22,54,Jessica Henderson,3,91,49
2504,3,3,3,34,16,72,40,Danielle Wang,2,70,79
2505,1,5,2,29,51,4,7,Samantha Cobb,2,79,74
2506,0,5,3,61,16,83,32,Patricia Deleon,2,19,70
2507,2,4,3,18,55,88,16,Nancy Johnston,1,78,95
2508,2,0,2,62,17,41,22,Jared Robertson,3,82,85
2509,5,2,5,25,89,9,3,Jeff Davis,2,61,13
2510,0,5,4,14,40,14,5,Kelly Mitchell,2,53,46
2511,5,5,2,87,83,68,91,Cheryl Cameron,3,12,62
2512,2,2,2,10,75,45,84,Sean Peterson,2,80,21
2513,2,4,1,85,37,72,12,Luis Oneal,3,69,54
2514,0,1,3,36,80,3,40,Kevin Thomas,3,38,44
2515,1,0,2,66,76,9,99,John Garrett,3,45,95
2516,4,1,2,5,21,22,6,Shane Henderson,3,27,10
2517,2,2,3,36,26,16,42,Miss Jill Harris,2,91,18
2518,5,3,2,35,17,71,19,Katherine Long,1,89,73
2519,4,3,3,31,50,93,23,Logan Williams,3,35,50
2520,3,5,5,29,54,68,3,Eric Rivera,1,3,99
2521,0,3,4,44,79,59,12,Jennifer Johnson,2,92,81
2522,3,3,1,85,72,40,31,Becky Harper,2,85,74
2523,3,5,1,29,41,94,50,Zachary Pearson,3,29,55
2524,1,4,3,28,86,8,15,Johnny Avery,2,95,69
2525,5,1,1,87,3,47,74,Mr. Thomas Carey,2,77,41
2526,1,0,1,78,30,62,96,Mr. Robert Hawkins,3,92,53
2527,3,0,3,80,60,52,22,Tamara Curtis,2,96,54
2528,2,3,4,65,24,69,48,Benjamin Cox,3,40,49
2529,4,5,2,26,22,42,48,William Golden,3,90,42
2530,1,3,2,86,12,72,22,Sara Parks,3,48,12
2531,1,1,3,2,9,8,2,Taylor Parker,1,5,49
2532,3,5,4,46,11,49,68,Julie Johnson,3,20,41
2533,3,3,4,45,35,91,88,Anthony Smith,3,82,47
2534,1,5,2,3,92,5,19,Adam Salazar,1,38,30
2535,2,1,2,32,23,28,14,Patricia Rodriguez,2,18,13
2536,1,0,4,63,82,90,86,Gene Powell,3,91,29
2537,5,3,3,85,19,74,77,Marco Schmidt,1,83,85
2538,1,2,2,28,58,24,98,Maria Medina,2,94,2
2539,2,5,2,25,94,20,17,Monique Holt,2,93,56
2540,2,2,4,59,66,71,72,Joe Beltran,1,60,6
2541,3,4,1,18,10,86,56,Matthew Elliott,1,23,16
2542,0,2,5,73,97,9,86,Kirsten Olson,1,19,38
2543,0,1,4,57,4,23,40,Claire Patel,3,82,25
2544,1,4,1,97,86,64,44,Brett Conley,2,73,27
2545,1,2,1,74,68,87,56,Eric Gray,3,52,9
2546,1,2,1,35,4,81,100,Zachary Leach,3,11,63
2547,1,4,2,80,87,4,53,Carrie Bush,1,79,5
2548,4,1,5,77,60,83,38,Kristine Barron,2,51,73
2549,5,2,3,89,88,98,97,Jennifer Medina,3,16,44
2550,5,1,5,32,23,56,40,Felicia Moyer,3,20,19
2551,4,3,5,72,98,95,96,Kevin Escobar,3,86,4
2552,2,0,5,13,82,26,20,Sherry Kelley,2,87,25
2553,4,0,1,48,84,7,19,Scott Watkins,3,39,77
2554,2,4,3,56,34,30,47,Lisa Rivera,2,76,14
2555,2,2,3,23,49,19,43,Jason Wiggins III,1,85,42
2556,1,4,4,80,99,72,46,Jennifer Mcdonald,1,28,84
2557,0,2,3,6,7,17,22,Justin Lopez,2,63,45
2558,2,4,1,23,51,97,25,Chris Woods,1,63,45
2559,4,0,5,1,32,25,28,Linda Williams,2,77,55
2560,2,2,2,45,17,74,58,Jennifer Clark,3,17,27
2561,3,1,4,4,22,88,77,Sierra Mann,2,46,30
2562,3,0,4,57,8,13,75,Steven Ramos,1,26,71
2563,2,3,2,51,30,3,48,Jennifer Mendez,2,18,4
2564,2,1,2,71,6,57,88,Nicole Rivera,3,73,58
2565,2,3,4,22,98,47,6,Brandon Baker,2,82,78
2566,3,5,3,53,43,8,65,Courtney Maldonado,1,89,46
2567,3,1,4,29,40,31,56,Mark Davis,2,40,95
2568,4,5,1,10,99,59,45,Teresa Phillips,3,22,59
2569,1,2,2,22,64,67,10,Nichole Mccoy,3,30,56
2570,5,2,5,31,22,9,22,Edwin Johnson,2,10,34
2571,5,5,5,46,97,87,55,Jesse Nash,1,95,69
2572,2,2,5,89,2,97,68,Cynthia Bond,3,78,34
2573,3,1,3,89,86,92,78,Brittany Mathews,3,74,39
2574,1,4,1,92,46,7,77,Grace Jackson,1,51,79
2575,5,1,5,46,42,72,13,Oscar Baldwin,2,25,84
2576,0,5,3,24,67,84,12,Roy Tran,2,64,59
2577,4,5,4,7,23,22,67,Taylor Patton,2,78,75
2578,5,0,5,82,71,89,18,Robin Johnson,2,58,29
2579,0,0,5,14,46,73,16,Dustin Robbins,2,94,6
2580,2,4,2,56,28,5,69,Nicole Bailey DVM,2,82,68
2581,5,5,4,82,57,46,51,Michelle Washington,1,18,96
2582,0,0,1,41,74,37,27,David Lewis,1,37,48
2583,3,4,3,90,57,2,12,Carla Mccarthy,3,75,90
2584,0,0,3,6,50,37,64,Tiffany Chavez,2,11,25
2585,2,2,3,12,75,81,45,Alejandro Burke,3,66,47
2586,1,4,4,14,77,49,40,Bethany Stewart,1,53,43
2587,0,5,3,20,55,44,77,Justin Crawford,2,17,19
2588,0,5,1,60,74,44,33,Bobby Mendez,2,99,99
2589,5,4,4,22,38,84,24,Erika Wells,1,81,74
2590,0,4,1,33,31,81,49,John Cooper,2,34,12
2591,3,3,2,32,34,58,21,Carol Wilson,1,60,96
2592,2,0,5,5,42,74,100,Tiffany Clark,1,82,100
2593,4,0,2,58,67,37,94,Daniel Riley,3,26,74
2594,3,2,2,5,69,67,57,Kyle Robinson,3,70,87
2595,4,4,4,77,33,2,76,Karl Aguilar,2,21,35
2596,5,0,2,74,13,26,11,Kevin Alexander,1,3,3
2597,2,4,1,41,60,26,27,Jason Berg,2,23,75
2598,2,0,2,9,80,12,15,Loretta Bradley,1,13,100
2599,0,2,2,98,77,59,14,Olivia Nguyen,1,83,44
2600,1,2,4,78,8,23,16,Brandi Sanchez,2,45,23
2601,3,1,2,24,33,13,23,Christine Richardson,1,78,57
2602,2,0,1,80,65,43,35,Christina Hall,3,73,29
2603,4,1,4,29,79,46,81,Steven Bryant,3,83,78
2604,5,0,4,84,14,40,79,Dennis Fernandez,3,27,19
2605,4,5,1,7,96,91,20,Katelyn Lopez,2,19,34
2606,5,0,5,24,97,4,47,Ryan Johnson,2,72,61
2607,1,0,1,24,74,30,33,Kevin Martin,1,39,81
2608,4,3,4,88,1,27,49,Matthew Beltran,1,91,92
2609,2,2,3,53,71,54,77,Melanie Parker,2,5,11
2610,3,2,1,44,97,76,73,Ann Carrillo,3,48,93
2611,1,4,1,65,45,97,96,Matthew Miranda,2,58,64
2612,5,1,5,30,51,75,68,Denise Zimmerman,1,75,23
2613,0,4,2,18,82,81,68,Jessica West,2,49,83
2614,1,0,1,26,45,6,44,Erin Johnson,3,23,87
2615,0,5,1,85,12,68,73,Austin Lowery,1,93,1
2616,3,4,1,56,41,45,26,Nancy Lopez,2,15,97
2617,3,3,2,96,97,15,60,Summer Payne,2,44,6
2618,3,2,1,57,54,48,14,Sean James,1,42,81
2619,5,1,4,27,21,98,66,Richard Gibbs,1,66,23
2620,0,0,3,69,33,95,61,Jennifer Garcia,1,50,97
2621,2,4,1,85,75,63,38,Natasha Jordan,3,56,28
2622,1,1,3,53,74,30,14,Donna Rodriguez,1,38,88
2623,0,4,2,96,52,38,15,Frank Williams,2,73,31
2624,1,0,1,79,31,8,41,Nathaniel Jenkins,3,50,53
2625,3,3,5,58,57,25,20,Bob Berg,2,84,70
2626,4,3,5,23,27,44,91,Courtney Mitchell,2,10,57
2627,3,1,4,8,1,58,55,Chad Estrada,2,59,49
2628,0,2,1,10,18,3,40,Jill Woods,3,14,2
2629,0,0,4,43,9,100,56,John Douglas,1,96,70
2630,4,0,1,45,55,47,91,Adam Jones,2,26,57
2631,3,5,4,16,19,92,38,Renee Morrow,3,9,64
2632,1,0,5,10,80,13,46,Paula Carter,2,19,69
2633,1,2,3,82,12,64,6,Louis Rivera,3,19,45
2634,3,2,3,62,43,5,13,Michael Reed,3,14,90
2635,1,1,3,95,96,57,10,Bradley Estrada,1,94,81
2636,1,4,4,65,37,59,45,Linda Caldwell,3,54,61
2637,0,3,5,12,64,47,42,Michael Burnett,2,93,34
2638,0,2,5,61,11,71,77,Joshua Johnson,3,100,96
2639,4,0,5,8,42,15,77,Jennifer Wilson,1,75,82
2640,2,3,3,10,12,85,49,Christine Dunn,2,67,25
2641,2,1,3,43,100,50,72,Patricia Stewart,1,21,20
2642,5,2,1,4,90,53,30,Sharon Walter,1,20,66
2643,1,2,3,21,53,32,51,Keith Larsen,2,1,15
2644,3,4,4,22,25,73,20,Cynthia Taylor,1,4,33
2645,1,1,2,22,2,45,68,Kaitlyn Randolph,3,84,59
2646,1,5,4,16,89,12,51,Robert Johnson,1,86,26
2647,5,1,5,42,67,81,30,Gail Burnett,2,81,6
2648,4,5,1,69,100,100,10,William Smith,3,76,33
2649,5,1,1,51,60,24,46,Kimberly Warren,3,88,24
2650,5,3,5,8,85,41,42,Randy Smith,2,25,44
2651,5,2,4,96,44,41,29,Teresa Parsons,3,29,50
2652,0,2,5,57,68,31,93,Donna Wolfe,2,18,25
2653,5,1,2,57,72,93,66,Paul Garcia,1,72,53
2654,4,4,3,53,61,1,14,Shawn Buckley,3,35,48
2655,1,4,5,37,42,63,98,Peggy Davis,1,99,96
2656,5,4,1,93,89,52,70,Jose Parker,3,49,51
2657,1,2,3,99,81,67,15,Mrs. Tammy Bryant,2,73,11
2658,2,1,3,46,93,88,67,Mrs. Sharon Smith,2,71,78
2659,5,3,2,69,44,77,50,Wendy Campos,2,78,38
2660,3,4,5,71,30,10,76,David Hudson,2,8,12
2661,2,5,1,64,21,77,32,David Alexander,2,72,21
